store_id,item_number,ordering_day,delivery_day,purchase_price,suggested_retail_price,profit_margin,tags,category
store_a,1018,2024-11-01,2024-11-02,2.48,4.59,0.4635,,Fruits
store_a,1099,2024-08-31,2024-09-02,1.33,2.48,0.4182,,fruits
store_a,1099,2024-09-18,2024-09-19,1.36,2.5,0.4409,,Fruits
store_b,1029,2024-07-15,2024-07-16,0.52,1.08,0.5076,,Vegetables
store_b,1025,2024-05-18,2024-05-20,2.05,3.89,0.4624,,Fruits
store_a,1007,2024-08-10,2024-08-12,1.29,2.51,0.4771,,Fruits
store_b,1016,2024-10-09,2024-10-10,0.73,1.52,0.5194,,Fruits
store_a,1045,2024-07-01,2024-07-02,0.69,1.3,0.4747,,vegetables
store_b,1015,2024-06-01,2024-06-03,1.24,2.31,0.4765,,FRUITS
store_a,1025,2024-02-17,2024-02-19,2.0,3.81,0.4635,,Fruits
store_b,1013,2024-06-13,2024-06-14,0.36,0.7,0.4945,,Fruits
store_b,1030,2024-08-17,2024-08-19,0.62,0.97,0.3743,new,Vegetables
store_a,1032,2024-09-03,2024-09-04,0.52,0.99,0.5149,,Vegetables
store_a,1034,2024-07-22,2024-07-23,0.89,1.55,0.4735,,Vegetables
store_a,1031,2024-10-23,2024-10-24,0.79,1.46,0.5048,,Vegetables
store_b,1025,2024-11-29,2024-11-30,2.01,3.85,0.4608,price_change,Fruits
store_b,1019,2024-07-29,2024-07-30,0.96,1.84,0.4743,,Fruits
store_a,1035,2024-02-19,2024-02-20,0.66,1.28,0.512,,Vegetables
store_a,1026,2024-11-07,2024-11-08,0.44,0.91,0.5055,,Vegetables
store_b,1016,2024-03-11,2024-03-12,0.71,1.48,0.5169,,Fruits,
store_b,1009,2024-05-21,2024-05-22,0.67,1.22,0.4256,,fruits
store_b,1012,2024-03-05,2024-03-06,,2.91,,,Fruits
store_a,1005,2024-11-01,2024-11-02,1.06,2.45,0.5637,,fruits
store_b,1010,2024-07-18,2024-07-19,1.81,3.41,0.4709,,Fruits
store_a,1045,2024-09-26,2024-09-27,0.7,1.29,0.47,,Vegetables
store_b,1011,2024-05-31,2024-06-01,2.24,3.92,0.4497,,FRUITS
store_a,1025,2024-06-15,2024-06-17,2.05,3.84,0.4906,,Fruits
store_b,1030,2024-09-30,2024-10-01,0.62,1.0,0.3871,,Vegetables
store_b,1004,2024-09-25,2024-09-26,1.56,2.95,0.4965,,Fruits
store_a,1036,2024-01-17,2024-01-18,0.57,0.96,0.44,,Vegetables
store_b,1028,2024-01-22,2024-01-23,0.31,0.58,0.5027,,Vegetables
store_a,1099,2024-04-02,2024-04-03,1.39,2.52,0.4267,,Fruits
store_b,1029,2024-04-25,2024-04-26,0.57,1.1,0.4971,,Vegetables
store_a,1013,2024-03-18,2024-03-19,0.36,0.68,0.5002,,Fruits
store_a,1037,2024-11-29,2024-11-30,0.26,0.5,0.4949,,Vegetables
store_a,1040,2024-04-29,2024-04-30,0.72,1.32,0.4393,,Vegetables
store_a,1034,2024-06-28,2024-06-29,0.85,1.62,0.4723,new,Vegetables
store_b,1024,2024-11-20,2024-11-21,1.31,2.46,0.4652,,Fruits
store_a,1029,2024-11-25,2024-11-26,0.54,1.06,0.4997,,Vegetables
store_a,1016,2024-02-24,2024-02-26,0.78,1.49,0.5099,,Fruits
store_a,1047,2024-04-06,2024-04-08,0.72,1.39,0.4745,,VEGETABLES
store_b,1001,2024-12-02,2024-12-03,0.92,1.47,0.3968,,Fruits
store_a,1021,2024-01-13,2024-01-15,0.66,1.18,0.4384,,Fruits
store_b,1014,2024-11-06,2024-11-07,0.9,1.6,0.4252,,Fruits
store_b,1026,2024-08-21,2024-08-22,0.45,0.87,0.483,,Vegetables
store_a,1041,2024-03-14,2024-03-15,2.6,4.49,0.4495,,Vegetables
store_a,1011,2024-07-16,2024-07-17,2.23,3.9,0.4496,,Fruits
store_a,1044,2024-09-20,2024-09-21,0.56,0.98,0.4367,,Vegetables
store_a,1023,2024-07-26,2024-07-27,1.91,3.56,0.4733,,Fruits
store_a,1041,2024-08-22,2024-08-23,2.42,4.54,0.4325,,Vegetables
store_b,1029,2024-11-19,2024-11-20,0.57,1.09,0.5173,,Vegetables
store_b,1011,2024-10-05,2024-10-07,2.29,3.99,0.4281,,Fruits
store_a,1040,2024-10-16,2024-10-17,0.72,1.3,0.4368,,Vegetables
store_a,1033,2024-04-16,2024-04-17,1.01,1.94,0.5187,,Vegetables
store_b,1028,2024-03-01,2024-03-02,0.31,0.57,0.4775,,Vegetables
STORE_A,1015,2024-08-21,2024-08-22,1.21,2.36,0.4737,,Fruits
store_a,1027,2024-06-22,2024-06-24,0.86,1.72,0.4702,,Vegetables
store_a,1050,2024-04-25,2024-04-26,1.21,2.23,0.4848,,Vegetables
store_a,1002,2024-11-04,2024-11-05,1.2,1.93,0.3915,price_change,Fruits
store_b,1022,2024-07-16,2024-07-17,1.8,3.31,0.4407,,Fruits
store_b,1012,2024-01-11,2024-01-12,1.57,3.02,0.442,,Fruits
store_b,1030,2024-09-10,2024-09-11,0.57,0.98,0.3761,,Vegetables
store_a,1008,2024-12-27,2024-12-28,1.46,2.82,0.4834,,Fruits
store_b,1009,2024-03-23,2024-03-25,0.73,1.22,0.395,,Fruits
store_a,1010,2024-12-03,2024-12-04,1.78,3.56,0.4748,,Fruits
store_b,1010,2024-02-02,2024-02-03,1.81,3.53,0.4916,,Fruits
store_a,1029,2024-08-09,2024-08-10,0.55,1.09,0.4806,,Vegetables
store_b,1008,2024-02-08,2024-02-09,,2.81,,,fruits
STORE_A,1020,2024-05-10,2024-05-11,1.57,2.86,0.4798,,Fruits
store_a,1037,2024-10-16,2024-10-17,0.25,0.5,0.4807,,Vegetables
store_a,1009,2024-12-18,2024-12-19,0.69,1.21,0.4168,,Fruits
store_b,1010,2024-11-08,2024-11-09,1.83,3.51,0.4813,,Fruits
store_a,1032,2024-10-09,2024-10-10,0.49,0.99,0.4808,,Vegetables
store_a,1037,2024-03-13,2024-03-14,0.24,0.49,0.5064,,Vegetables
store_b,1026,2024-05-09,2024-05-10,0.43,0.88,0.4917,,Vegetables
store_b,1008,2024-05-18,2024-05-20,,2.84,,,Fruits
store_a,1001,2024-01-20,2024-01-22,,1.53,,,Fruits
store_a,1034,2024-02-10,2024-02-12,0.83,1.59,0.4827,,Vegetables
store_a,1003,2024-09-11,2024-09-12,0.93,1.79,0.4513,,Fruits
store_a,1043,2024-05-30,2024-05-31,0.65,1.21,0.4528,,Vegetables
store_b,1030,2024-07-04,2024-07-05,0.57,0.99,0.4106,,Vegetables
store_a,1004,2024-12-09,2024-12-10,1.55,2.96,0.4986,,Fruits
store_a,1004,2024-02-15,2024-02-16,1.54,3.03,0.4997,,Fruits
store_a,1023,2024-12-31,2025-01-01,1.95,3.47,0.472,,Fruits
store_a,1002,2024-10-21,2024-10-22,1.25,1.96,0.3798,,Fruits
store_a,1030,2024-06-18,2024-06-19,0.63,0.97,0.4108,,Vegetables
store_a,1035,2024-11-11,2024-11-12,0.68,1.29,0.5082,,VEGETABLES
store_a,1044,2024-03-08,2024-03-09,0.57,0.98,0.4479,,Vegetables
store_a,1050,2024-01-10,2024-01-11,1.2,2.28,0.4726,,VEGETABLES
store_a,1039,2024-10-16,2024-10-17,0.97,1.75,0.4861,,Vegetables
STORE_B,1028,2024-10-03,2024-10-04,0.29,0.58,0.4995,,Vegetables
store_a,1011,2024-09-12,2024-09-13,2.2,4.0,0.4465,,Fruits
store_a,1006,2024-04-22,2024-04-23,0.8,1.29,0.3983,,Fruits
store_a,1027,2024-09-06,2024-09-07,0.88,1.69,0.4501,,Vegetables
store_a,1030,2024-11-01,2024-11-02,0.58,1.01,0.3853,,Vegetables
store_a,1024,2024-05-14,2024-05-15,1.26,2.44,0.4978,,Fruits
store_a,1002,2024-12-13,2024-12-14,1.26,2.02,0.4032,,Fruits
store_a,1044,2024-03-30,2024-04-01,,0.99,,,Vegetables
store_b,1026,2024-10-22,2024-10-23,0.45,0.9,0.4741,,Vegetables
store_a,1039,2024-12-06,2024-12-07,0.92,1.81,0.4665,,Vegetables
store_b ,1008,2024-12-24,2024-12-25,1.33,2.85,0.4938,,Fruits
store_a,1035,2024-08-07,2024-08-08,0.66,1.3,0.5187,,Vegetables
store_b,1099,2024-05-10,2024-05-11,1.42,2.44,0.4175,,Fruits
store_a,1015,2024-08-19,2024-08-20,1.22,2.31,0.4953,,Fruits
store_a,1039,2024-03-01,2024-03-02,0.97,1.76,0.466,,Vegetables
store_a,1041,2024-05-31,2024-06-01,2.44,4.5,0.4622,,Vegetables
store_b,1008,2024-07-03,2024-07-04,1.42,2.81,0.5203,,Fruits
store_a,1002,2024-10-08,2024-10-09,1.17,2.05,0.4159,,Fruits
STORE_B,1026,2024-04-01,2024-04-02,0.44,0.9,0.4782,,Vegetables
store_a,1004,2024-02-16,2024-02-17,1.5,2.93,0.4925,,Fruits
store_a,1024,2024-02-26,2024-02-27,1.35,2.45,0.4715,new,FRUITS
store_a,1048,2024-01-10,2024-01-11,0.48,0.98,0.5119,,Vegetables
store_a,1035,2024-08-02,2024-08-03,0.66,1.3,0.4911,,Vegetables
store_a,1020,2024-08-10,2024-08-12,1.48,2.72,0.4603,,Fruits
store_b,1015,2024-06-17,2024-06-18,1.26,2.32,0.4615,on_sale,Fruits
store_b,1017,2024-04-26,2024-04-27,1.36,2.47,0.4448,,Fruits
store_a,1025,2024-12-31,2025-01-01,1.96,3.73,0.4569,,Fruits
store_a,1047,2024-05-09,2024-05-10,,1.43,,,Vegetables
store_a,1038,2024-09-25,2024-09-26,0.84,1.56,0.5073,,Vegetables
store_a,1020,2024-04-17,2024-04-18,1.57,2.75,0.4695,,Fruits
store_a,1039,2024-05-30,2024-05-31,,1.79,,,Vegetables
store_a,1022,2024-07-05,2024-07-06,1.8,3.38,0.4414,,Fruits
store_a,1027,2024-08-22,2024-08-23,,1.72,,,Vegetables
store_a,1027,2024-06-11,2024-06-12,0.86,1.71,0.4775,,Vegetables
store_b,1022,2024-02-02,2024-02-03,1.72,3.32,0.4664,,Fruits
store_a,1036,2024-10-29,2024-10-30,0.53,0.98,0.4348,,Vegetables
store_a,1007,2024-06-13,2024-06-14,,2.5,,,Fruits
store_a,1041,2024-07-04,2024-07-05,2.45,4.54,0.4268,,Vegetables
store_b,1021,2024-07-17,2024-07-18,0.68,1.2,0.4585,,Fruits
store_a,1039,2024-11-26,2024-11-27,0.91,1.78,0.4574,,Vegetables
store_b,1019,2024-01-13,2024-01-15,1.03,1.87,0.4666,,Fruits
store_a,1025,2024-01-02,2024-01-03,2.09,3.86,0.4552,,Fruits
store_a,1040,2024-03-25,2024-03-26,0.68,1.3,0.4447,,Vegetables
store_a,1044,2024-03-14,2024-03-15,,0.99,,,Vegetables
store_a,1036,2024-08-16,2024-08-17,0.54,1.02,0.4461,,Vegetables
store_a,1020,2024-09-03,2024-09-04,1.52,2.83,0.4847,,Fruits
store_a,1003,2024-07-26,2024-07-27,0.96,1.76,0.4738,,Fruits
store_a,1005,2024-03-02,2024-03-04,1.06,2.56,0.5705,,Fruits
store_b,1002,2024-03-13,2024-03-14,1.2,2.0,0.4166,price_change,Fruits
store_a,1046,2024-07-04,2024-07-05,0.58,1.12,0.4663,,Vegetables
store_b,1016,2024-12-07,2024-12-09,0.72,1.45,0.5193,,Fruits
store_b,1002,2024-11-16,2024-11-18,1.14,1.99,0.4025,,Fruits
store_a,1030,2024-07-18,2024-07-19,0.59,0.97,0.3832,,Vegetables
store_b,1023,2024-07-15,2024-07-16,1.97,3.45,0.4617,,FRUITS
store_a,1046,2024-05-02,2024-05-03,,1.08,,,Vegetables
store_b,1024,2024-06-29,2024-07-01,1.31,2.47,0.4729,,Fruits
store_b,1017,2024-07-24,2024-07-25,1.38,2.46,0.4498,,Fruits
store_a,1011,2024-10-02,2024-10-03,2.16,4.11,0.4306,,FRUITS
store_b,1024,2024-12-19,2024-12-20,1.34,2.45,0.4597,,Fruits
store_b,1024,2024-06-04,2024-06-05,,2.45,,,Fruits
store_b,1027,2024-07-03,2024-07-04,0.92,1.71,0.4471,,Vegetables
store_b,1022,2024-09-20,2024-09-21,1.72,3.24,0.4398,,Fruits
store_b,1002,2024-04-01,2024-04-02,1.24,1.95,0.4078,,Fruits
store_a,1005,2024-05-30,2024-05-31,1.09,2.44,0.5734,,Fruits
store_a,1027,2024-03-23,2024-03-25,0.93,1.66,0.449,,Vegetables
store_a,1033,2024-04-06,2024-04-08,0.97,2.02,0.5097,,Vegetables
store_b,1025,2024-03-18,2024-03-19,2.04,3.86,0.4726,,Fruits
store_a,1024,2024-11-02,2024-11-04,1.25,2.49,0.4998,,Fruits
store_a,1003,2024-02-02,2024-02-03,0.9,1.8,0.4469,,Fruits
store_b,1025,2024-03-21,2024-03-22,2.05,3.88,0.4556,,Fruits
store_b,1029,2024-12-17,2024-12-18,0.57,1.07,0.5187,,Vegetables
store_b,1007,2024-07-22,2024-07-23,1.31,2.56,0.4666,,Fruits
store_b,1019,2024-05-20,2024-05-21,1.05,1.94,0.4694,,Fruits
store_a,1041,2024-02-13,2024-02-14,2.52,4.51,0.4599,,Vegetables
store_b,1004,2024-07-27,2024-07-29,1.5,2.94,0.4866,,Fruits
store_a,1017,2024-09-16,2024-09-17,,2.49,,,Fruits
store_b,1026,2024-03-25,2024-03-26,0.44,0.88,0.514,,Vegetables
store_a,1035,2024-12-16,2024-12-17,0.65,1.28,0.5105,,Vegetables
store_a,1002,2024-08-01,2024-08-02,1.25,1.93,0.4113,,Fruits
store_a,1036,2024-06-11,2024-06-12,0.53,0.98,0.4607,,vegetables
store_a,1049,2024-07-12,2024-07-13,0.46,0.89,0.5013,,Vegetables
store_b,1014,2024-09-18,2024-09-19,0.86,1.61,0.4133,,Fruits
store_b,1020,2024-02-16,2024-02-17,1.51,2.75,0.4592,,FRUITS,
store_a,1022,2024-03-01,2024-03-02,1.75,3.26,0.4356,,Fruits
store_a,1037,2024-03-26,2024-03-27,0.24,0.49,0.4837,,Vegetables
store_a,1040,2024-07-16,2024-07-17,0.73,1.28,0.4788,,Vegetables
store_b,1017,2024-07-05,2024-07-06,1.46,2.47,0.4177,,Fruits
store_a,1023,2024-05-01,2024-05-02,1.83,3.51,0.4477,price_change,Fruits
store_a,1039,2024-06-29,2024-07-01,0.91,1.77,0.4647,,Vegetables
store_a,1016,2024-07-08,2024-07-09,0.76,1.53,0.4954,,Fruits
store_b,1001,2024-04-08,2024-04-09,0.92,1.52,0.4108,,Fruits
store_a,1047,2024-07-15,2024-07-16,0.76,1.42,0.4588,,Vegetables
store_a,1027,2024-12-06,2024-12-07,0.88,1.65,0.4478,,Vegetables
store_b,1017,2024-12-14,2024-12-16,1.37,2.55,0.4574,,Fruits
store_a,1012,2024-02-16,2024-02-17,1.52,3.04,0.4444,,Fruits
store_b,1099,2024-07-09,2024-07-10,1.46,2.52,0.4421,,Fruits
store_a,1034,2024-02-12,2024-02-13,0.81,1.59,0.4638,,Vegetables
 store_b,1022,2024-03-11,2024-03-12,1.79,3.36,0.4382,,Fruits
store_a,1026,2024-01-18,2024-01-19,0.46,0.87,0.4937,,Vegetables
store_a,1013,2024-09-06,2024-09-07,0.36,0.67,0.4738,,Fruits
store_a,1016,2024-08-16,2024-08-17,0.77,1.5,0.5007,,Fruits
store_b,1015,2024-06-10,2024-06-11,1.22,2.31,0.4778,,Fruits
store_a,1020,2024-11-12,2024-11-13,1.51,2.82,0.4417,,Fruits
store_a,1016,2024-08-12,2024-08-13,0.77,1.49,0.4962,,Fruits
store_a,1015,2024-02-16,2024-02-17,1.22,2.32,0.4544,,Fruits
store_b,1002,2024-12-28,2024-12-30,1.17,1.97,0.3952,,Fruits
store_a,1099,2024-01-06,2024-01-08,1.35,2.47,0.4596,,Fruits
store_a,1019,2024-12-27,2024-12-28,1.03,1.92,0.4507,,Fruits
store_b,1016,2024-06-20,2024-06-21,0.76,1.52,0.487,,Fruits
store_a,1008,2024-10-28,2024-10-29,1.45,2.87,0.4759,,Fruits
store_a,1029,2024-01-22,2024-01-23,0.54,1.08,0.5161,,Vegetables
store_a,1029,2024-06-22,2024-06-24,0.57,1.08,0.4925,,Vegetables
store_a,1050,2024-05-17,2024-05-18,1.22,2.36,0.4754,,Vegetables
store_a,1001,2024-09-05,2024-09-06,0.93,1.49,0.3834,,Fruits
store_a,1043,2024-08-09,2024-08-10,0.64,1.21,0.4516,,Vegetables
store_b,1015,2024-10-14,2024-10-15,1.18,2.33,0.4682,,Fruits
store_a,1018,2024-09-03,2024-09-04,2.4,4.42,0.4585,,Fruits
store_a,1042,2024-01-27,2024-01-29,0.41,0.79,0.474,,Vegetables
STORE_B,1022,2024-03-13,2024-03-14,1.78,3.32,0.4475,,Fruits
store_b,1010,2024-12-26,2024-12-27,1.85,3.55,0.4683,,Fruits
store_a,1099,2024-10-08,2024-10-09,1.45,2.47,0.4315,price_change,Fruits
store_a,1025,2024-07-08,2024-07-09,2.04,3.75,0.4771,,Fruits
store_a,1045,2024-03-11,2024-03-12,,1.26,,,Vegetables
store_a,1013,2024-02-16,2024-02-17,0.36,0.67,0.5029,,FRUITS
store_a,1029,2024-03-14,2024-03-15,0.57,1.07,0.5123,,VEGETABLES
store_b,1016,2024-07-17,2024-07-18,0.78,1.46,0.4884,,Fruits
store_b,1026,2024-09-06,2024-09-07,0.45,0.89,0.4831,,Vegetables
store_b,1027,2024-06-04,2024-06-05,0.88,1.73,0.4594,,Vegetables
store_a,1031,2024-01-22,2024-01-23,0.76,1.52,0.4796,,Vegetables
store_a,1018,2024-04-22,2024-04-23,2.39,4.42,0.4239,,FRUITS
store_b,1007,2024-11-23,2024-11-25,1.34,2.52,0.469,,fruits
store_a,1017,2024-06-17,2024-06-18,1.36,2.51,0.4595,,Fruits
store_a,1037,2024-11-16,2024-11-18,0.25,0.5,0.4974,,vegetables
store_a,1030,2024-12-31,2025-01-01,0.6,0.97,0.3767,,Vegetables
store_a,1005,2024-12-05,2024-12-06,,2.45,,,Fruits
store_a,1001,2024-07-29,2024-07-30,0.86,1.53,0.4227,,Fruits
store_a,1043,2024-01-08,2024-01-09,0.64,1.2,0.4483,,Vegetables
store_b,1012,2024-01-08,2024-01-09,1.56,3.05,0.4675,,Fruits
 store_b,1028,2024-09-02,2024-09-03,0.29,0.59,0.5048,,Vegetables
store_b,1023,2024-06-04,2024-06-05,1.92,3.41,0.4645,,Fruits
store_a,1036,2024-06-13,2024-06-14,0.53,1.0,0.4428,,Vegetables
store_a,1040,2024-06-21,2024-06-22,0.71,1.26,0.4794,,Vegetables
store_b,1011,2024-04-12,2024-04-13,2.13,4.1,0.4273,,Fruits
store_a,1046,2024-10-18,2024-10-19,0.61,1.08,0.4379,,Vegetables
store_b,1009,2024-06-04,2024-06-05,0.69,1.16,0.4174,,Fruits
store_b,1011,2024-07-08,2024-07-09,2.19,3.91,0.4536,,Fruits
store_a,1004,2024-09-27,2024-09-28,1.46,2.91,0.5009,,Fruits
store_b,1014,2024-07-25,2024-07-26,,1.56,,,FRUITS
store_a,1019,2024-03-23,2024-03-25,0.95,1.85,0.4929,,Fruits
store_a,1045,2024-10-29,2024-10-30,0.71,1.29,0.4364,,Vegetables
store_a,1004,2024-05-31,2024-06-01,1.54,2.92,0.5096,,Fruits
store_a,1027,2024-06-17,2024-06-18,0.93,1.66,0.4598,,Vegetables
store_a,1027,2024-04-11,2024-04-12,0.91,1.67,0.4902,,Vegetables
store_a,1028,2024-04-09,2024-04-10,0.29,0.6,0.5096,,Vegetables
store_a,1009,2024-08-03,2024-08-05,0.68,1.22,0.3945,,Fruits
store_b,1005,2024-12-27,2024-12-28,1.11,2.42,0.5534,,Fruits
store_b,1007,2024-04-04,2024-04-05,1.33,2.48,0.465,,Fruits
store_a,1015,2024-01-17,2024-01-18,1.22,2.31,0.4904,,Fruits
store_a,1017,2024-03-04,2024-03-05,1.38,2.5,0.441,,Fruits
store_a,1040,2024-01-06,2024-01-08,0.72,1.31,0.455,,Vegetables
store_a,1017,2024-11-22,2024-11-23,1.37,2.42,0.4374,,Fruits
store_b,1014,2024-12-02,2024-12-03,0.91,1.57,0.4383,,Fruits
store_a ,1026,2024-02-21,2024-02-22,0.44,0.89,0.4831,,Vegetables
store_b ,1022,2024-08-14,2024-08-15,1.89,3.32,0.4737,,Fruits
store_a,1040,2024-03-01,2024-03-02,0.67,1.27,0.4609,,Vegetables
store_b,1016,2024-01-03,2024-01-04,0.76,1.49,0.4888,,Fruits
store_a,1044,2024-06-24,2024-06-25,0.53,0.99,0.4575,,Vegetables
store_b,1027,2024-01-27,2024-01-29,0.93,1.7,0.4522,,Vegetables
store_a,1002,2024-12-23,2024-12-24,1.19,1.99,0.4165,,Fruits
store_a,1008,2024-07-26,2024-07-27,1.43,2.87,0.4791,,Fruits
store_b,1005,2024-03-16,2024-03-18,1.1,2.43,0.5545,,Fruits
store_b,1014,2024-04-26,2024-04-27,0.88,1.56,0.4501,,Fruits
store_a,1030,2024-05-23,2024-05-24,0.6,1.0,0.3956,,vegetables
store_a,1036,2024-03-26,2024-03-27,0.56,0.99,0.4554,,Vegetables
store_a,1035,2024-11-05,2024-11-06,0.67,1.28,0.5198,,Vegetables
store_b,1006,2024-06-05,2024-06-06,0.78,1.28,0.3982,,Fruits
store_a,1001,2024-09-20,2024-09-21,0.89,1.49,0.4173,,Fruits
store_b,1007,2024-07-29,2024-07-30,1.32,2.48,0.4592,,Fruits
store_a,1019,2024-01-01,2024-01-02,0.95,1.91,0.4939,,Fruits
store_a,1008,2024-11-15,2024-11-16,1.45,2.84,0.5041,,Fruits
store_b,1029,2024-05-27,2024-05-28,0.55,1.11,0.514,,Vegetables
store_b,1017,2024-06-17,2024-06-18,1.46,2.56,0.4445,,Fruits
store_b,1012,2024-05-13,2024-05-14,1.6,2.97,0.4549,,FRUITS
store_a,1010,2024-01-04,2024-01-05,1.88,3.4,0.4895,,Fruits
 store_b,1010,2024-10-17,2024-10-18,1.72,3.52,0.4828,,Fruits
store_a,1033,2024-10-21,2024-10-22,1.03,2.01,0.5213,,Vegetables
store_a,1016,2024-04-22,2024-04-23,0.78,1.45,0.4929,,Fruits
store_a,1019,2024-12-26,2024-12-27,1.0,1.89,0.4798,,Fruits
store_a,1029,2024-08-01,2024-08-02,0.53,1.11,0.4933,,Vegetables
store_a,1005,2024-09-10,2024-09-11,1.07,2.55,0.5737,,Fruits
store_b,1011,2024-01-15,2024-01-16,2.18,3.99,0.4566,,Fruits
store_b,1018,2024-01-03,2024-01-04,2.53,4.47,0.4448,,Fruits
store_a,1018,2024-11-29,2024-11-30,2.57,4.55,0.4339,,Fruits
store_a,1039,2024-05-21,2024-05-22,0.92,1.83,0.4469,,Vegetables
store_a,1042,2024-04-29,2024-04-30,0.4,0.81,0.4895,,Vegetables
store_a,1040,2024-07-25,2024-07-26,0.68,1.26,0.4574,,Vegetables
store_b,1026,2024-11-26,2024-11-27,0.44,0.88,0.4851,,Vegetables
store_a,1003,2024-11-20,2024-11-21,0.96,1.75,0.471,,fruits
store_a,1012,2024-09-10,2024-09-11,,2.96,,,Fruits
store_b,1012,2024-09-20,2024-09-21,,3.08,,,Fruits
store_b,1013,2024-12-06,2024-12-07,0.36,0.69,0.5095,,Fruits
store_a,1020,2024-11-01,2024-11-02,,2.75,,,Fruits
store_a,1047,2024-05-28,2024-05-29,0.75,1.35,0.4555,,Vegetables
store_b,1008,2024-08-12,2024-08-13,,2.74,,,Fruits
store_a,1017,2024-04-08,2024-04-09,1.34,2.5,0.4205,,fruits
store_a,1019,2024-06-21,2024-06-22,1.03,1.86,0.4627,,Fruits
store_a,1012,2024-03-20,2024-03-21,1.56,2.93,0.4642,,Fruits
store_a,1006,2024-08-01,2024-08-02,0.83,1.27,0.3796,new  ,Fruits
store_a,1049,2024-02-23,2024-02-24,0.43,0.89,0.4955,,Vegetables
store_a,1002,2024-09-10,2024-09-11,1.22,1.95,0.3846,,Fruits
store_a,1048,2024-01-11,2024-01-12,0.48,0.98,0.4929,,Vegetables
store_b,1004,2024-10-30,2024-10-31,1.43,3.01,0.4854,,Fruits
store_a,1044,2024-09-09,2024-09-10,0.58,0.99,0.4545,,Vegetables
store_a,1031,2024-12-02,2024-12-03,0.78,1.46,0.4867,,Vegetables
store_b,1016,2024-04-02,2024-04-03,0.73,1.5,0.4882,,Fruits
STORE_A,1012,2024-11-08,2024-11-09,1.67,3.03,0.4478,,Fruits
store_a,1005,2024-05-04,2024-05-06,1.08,2.5,0.5449,,Fruits
store_b,1023,2024-02-16,2024-02-17,1.97,3.39,0.4529,,Fruits
store_b,1006,2024-04-13,2024-04-15,0.81,1.33,0.3722,,Fruits
store_b,1017,2024-04-24,2024-04-25,1.37,2.55,0.4544,,Fruits
store_a,1047,2024-11-26,2024-11-27,0.74,1.37,0.4592,,Vegetables
store_a,1049,2024-09-11,2024-09-12,0.47,0.91,0.5155,,Vegetables
store_b,1018,2024-04-15,2024-04-16,2.48,4.44,0.4233,,Fruits
store_a,1017,2024-01-24,2024-01-25,1.43,2.53,0.4519,,Fruits
store_a,1039,2024-12-18,2024-12-19,0.94,1.76,0.4677,,Vegetables
store_a,1039,2024-10-09,2024-10-10,0.97,1.83,0.4526,,Vegetables
store_a,1009,2024-07-29,2024-07-30,0.67,1.16,0.4024,,Fruits
store_b,1005,2024-10-29,2024-10-30,1.07,2.43,0.558,,Fruits
store_a,1045,2024-11-15,2024-11-16,0.69,1.29,0.4672,,Vegetables
store_a,1013,2024-10-29,2024-10-30,,0.68,,price_change,Fruits
store_a,1003,2024-04-19,2024-04-20,0.95,1.83,0.4837,new  ,Fruits
store_a,1013,2024-10-21,2024-10-22,0.34,0.7,0.5156,,Fruits
store_a,1012,2024-04-29,2024-04-30,1.56,2.91,0.4447,,Fruits
store_a,1045,2024-10-23,2024-10-24,0.7,1.3,0.4727,,Vegetables
store_a,1011,2024-04-15,2024-04-16,2.17,3.93,0.4459,,Fruits
store_b,1030,2024-08-01,2024-08-02,0.59,0.99,0.3915,,Vegetables
store_a,1038,2024-05-22,2024-05-23,0.79,1.55,0.5016,,Vegetables
store_b,1005,2024-08-28,2024-08-29,1.11,2.43,0.5607,,Fruits
store_a,1020,2024-07-08,2024-07-09,1.52,2.78,0.4632,,Fruits
store_b,1001,2024-09-04,2024-09-05,0.87,1.51,0.4148,,Fruits
store_a,1006,2024-03-30,2024-04-01,0.81,1.29,0.3902,,Fruits
store_b,1005,2024-09-18,2024-09-19,1.07,2.42,0.5467,,fruits
store_b,1029,2024-09-04,2024-09-05,0.55,1.08,0.4916,on_sale,Vegetables
store_b,1008,2024-06-18,2024-06-19,1.45,2.87,0.5042,,Fruits
store_b,1005,2024-01-01,2024-01-02,1.07,2.43,0.5813,,Fruits
store_a,1033,2024-04-25,2024-04-26,1.04,1.99,0.5042,,Vegetables
store_b,1011,2024-04-23,2024-04-24,2.3,4.09,0.4659,,Fruits
store_b,1024,2024-10-21,2024-10-22,1.28,2.43,0.4694,,Fruits
store_a,1011,2024-01-24,2024-01-25,2.29,4.03,0.4584,,Fruits
store_a,1006,2024-01-23,2024-01-24,0.79,1.32,0.3656,,Fruits
store_a,1043,2024-12-13,2024-12-14,0.67,1.16,0.4666,,Vegetables
store_a,1020,2024-11-09,2024-11-11,1.45,2.82,0.4763,new,Fruits
store_a,1036,2024-10-02,2024-10-03,0.54,0.97,0.4465,,Vegetables
store_a,1021,2024-06-12,2024-06-13,0.62,1.17,0.4687,,Fruits
store_a,1013,2024-06-12,2024-06-13,0.35,0.67,0.5132,,Fruits
store_b,1011,2024-08-20,2024-08-21,2.15,3.89,0.4363,,Fruits,
store_a,1045,2024-04-09,2024-04-10,0.67,1.31,0.4777,,Vegetables
