store_id,item_number,ordering_day,delivery_day,recommended_quantity
store_a,1019,2024-03-14,2024-03-15,15
store_a,1019,2024-03-15,2024-03-16,33
store_a,1019,2024-03-16,2024-03-18,27
store_a,1019,2024-03-18,2024-03-19,1
store_a,1019,2024-03-19,2024-03-20,23
store_a,1019,2024-03-20,2024-03-21,13
store_a,1019,2024-03-21,2024-03-22,14
store_a,1019,2024-03-22,2024-03-23,28
store_a,1019,2024-03-23,2024-03-25,29
store_a ,1019,2024-03-25,2024-03-26,0
store_a,1019,2024-03-26,2024-03-27,17
store_a,1019,2024-03-27,2024-03-28,26
store_a,1019,2024-03-28,2024-03-29,22
store_a,1019.0,2024-03-29,2024-03-30,32
store_a,1019,2024-03-30,2024-04-01,29
store_a,1019,2024-04-01,2024-04-02,3
store_a,1019,2024-04-02,2024-04-03,19
store_a,1019.0,2024-04-03,2024-04-04,23
store_a,1019,2024-04-04,2024-04-05,19
store_a,1019,2024-04-05,2024-04-06,30
store_a,1019,2024-04-06,2024-04-08,29
store_a,1019,2024-04-08,2024-04-09,4
store_a,1019,2024-04-09,2024-04-10,23
store_a,1019,2024-04-10,2024-04-11,16
store_a,1019,2024-04-11,2024-04-12,20
store_a,1019,2024-04-12,2024-04-13,27
store_a,1019,2024-04-13,2024-04-15,27
store_a,1019.0,2024-04-15,2024-04-16,0
store_a,1019,2024-04-16,2024-04-17,15
store_a,1019,2024-04-17,2024-04-18,22
store_a,1019,2024-04-18,2024-04-19,14
store_a,1019,2024-04-20,2024-04-22,49
store_a,1019,2024-04-22,2024-04-23,0
store_a,1049,2024-01-12,2024-01-13,22
store_a,1019.0,2024-04-23,2024-04-24,18
store_a,1019,2024-04-24,2024-04-25,19
store_a,1019,2024-04-25,2024-04-26,20
store_a,1019.0,2024-04-26,2024-04-27,32
store_a,1019,2024-04-27,2024-04-29,24
store_a,1019,2024-04-29,2024-04-30,0
store_a,1019,2024-04-30,2024-05-01,19
store_a,1019,2024-05-01,2024-05-02,19
store_a,1019,2024-05-02,2024-05-03,21
store_a,1019,2024-05-03,2024-05-04,26
store_a,1019,2024-05-04,2024-05-06,27
store_a,1019.0,2024-05-06,2024-05-07,1
store_a,1019,2024-05-07,2024-05-08,19
store_a,1019.0,2024-05-08,2024-05-09,21
store_a,1019.0,2024-05-09,2024-05-10,20
store_a,1019,2024-05-10,2024-05-11,24
store_a,1019,2024-05-11,2024-05-13,30
store_a,1019,2024-05-13,2024-05-14,7
store_a,1019,2024-05-14,2024-05-15,15
store_a,1019,2024-05-15,2024-05-16,20
store_a,1019,2024-05-16,2024-05-17,17
store_a,1019,2024-05-17,2024-05-18,28
store_a,1019,2024-05-18,2024-05-20,25
store_a,1019,2024-05-20,2024-05-21,0
store_a,1019,2024-05-21,2024-05-22,13
store_a,1019,2024-05-22,2024-05-23,18
store_a,1019,2024-05-23,2024-05-24,21
store_a,1019,2024-05-24,2024-05-25,30
store_a,1019,2024-05-25,2024-05-27,26
store_a,1019,2024-05-27,2024-05-28,1
store_a,1019,2024-05-28,2024-05-29,17
store_a,1019,2024-05-29,2024-05-30,26
store_a,1019,2024-05-30,2024-05-31,18
store_a,1019,2024-06-01,2024-06-03,45
store_a,1019,2024-06-03,2024-06-04,0
store_a,1019,2024-06-04,2024-06-05,18
store_a,1019,2024-06-05,2024-06-06,16
store_a,1019,2024-06-06,2024-06-07,21
store_a,1019,2024-06-07,2024-06-08,28
store_a,1019,2024-06-08,2024-06-10,22
store_a,1019,2024-06-10,2024-06-11,0
store_a,1019,2024-06-11,2024-06-12,17
store_a,1019.0,2024-06-12,2024-06-13,20
store_a,1019,2024-06-13,2024-06-14,14
store_a,1019,2024-06-14,2024-06-15,32
store_a,1019,2024-06-15,2024-06-17,24
store_a,1019,2024-06-17,2024-06-18,4
store_a,1019,2024-06-18,2024-06-19,19
store_a,1019,2024-06-19,2024-06-20,20
store_a,1019,2024-06-20,2024-06-21,17
store_a,1019,2024-06-21,2024-06-22,-3
store_a,1019,2024-06-22,2024-06-24,49
store_a,1019,2024-06-24,2024-06-25,0
store_a,1019,2024-06-25,2024-06-26,8
store_a,1019,2024-06-26,2024-06-27,13
store_a,1019,2024-06-27,2024-06-28,23
store_a,1019,2024-06-28,2024-06-29,26
store_a,1019,2024-06-29,2024-07-01,33
store_a,1019.0,2024-07-01,2024-07-02,0
store_a,1019,2024-07-02,2024-07-03,15
store_a,1019,2024-07-03,2024-07-04,16
store_a,1019,2024-07-04,2024-07-05,18
store_a,1019,2024-07-05,2024-07-06,30
store_a,1019,2024-07-06,2024-07-08,23
store_a,1019,2024-07-08,2024-07-09,1
store_a,1019,2024-07-09,2024-07-10,22
store_a,1019,2024-07-10,2024-07-11,20
store_a,1019,2024-07-11,2024-07-12,19
store_a,1019,2024-07-12,2024-07-13,25
store_a,1019,2024-07-13,2024-07-15,28
store_a,1019.0,2024-07-15,2024-07-16,0
store_a,1019,2024-07-16,2024-07-17,14
store_a,1019,2024-07-17,2024-07-18,17
store_a,1019,2024-07-18,2024-07-19,24
store_a,1019,2024-07-19,2024-07-20,27
store_a,1019,2024-07-20,2024-07-22,27
store_a,1019,2024-07-22,2024-07-23,3
 store_a,1019,2024-07-23,2024-07-24,14
store_a,1019.0,2024-07-24,2024-07-25,16
store_a,1019,2024-07-25,2024-07-26,17
store_a,1019,2024-07-26,2024-07-27,28
store_a,1019,2024-07-27,2024-07-29,28
store_a,1019,2024-07-29,2024-07-30,0
store_a,1019,2024-07-30,2024-07-31,16
store_a,1019.0,2024-07-31,2024-08-01,22
store_a,1019,2024-08-01,2024-08-02,19
store_a,1019,2024-08-02,2024-08-03,28
store_a,1019.0,2024-08-03,2024-08-05,24
store_a,1019.0,2024-08-05,2024-08-06,8
store_a,1019,2024-08-06,2024-08-07,18
store_a,1019,2024-08-07,2024-08-08,20
store_a,1019,2024-08-08,2024-08-09,22
store_a,1019,2024-08-09,2024-08-10,33
store_a,1019,2024-08-10,2024-08-12,26
store_a,1019,2024-08-12,2024-08-13,5
STORE_A,1019,2024-08-13,2024-08-14,20
store_a,1019,2024-08-14,2024-08-15,13
store_a,1019,2024-08-15,2024-08-16,14
store_a,1019,2024-08-16,2024-08-17,26
store_a,1019,2024-08-17,2024-08-19,35
store_a,1019,2024-08-19,2024-08-20,0
store_a,1019,2024-08-20,2024-08-21,19
store_a,1019.0,2024-08-21,2024-08-22,17
store_a,1019,2024-08-22,2024-08-23,21
store_a,1019,2024-08-23,2024-08-24,26
store_a,1019,2024-08-24,2024-08-26,27
store_a,1019,2024-08-26,2024-08-27,5
store_a,1019,2024-08-27,2024-08-28,9
store_a,1019,2024-08-28,2024-08-29,26
store_a,1019,2024-08-29,2024-08-30,19
store_a,1019,2024-08-30,2024-08-31,28
store_a,1019,2024-08-31,2024-09-02,33
store_a,1019,2024-09-02,2024-09-03,4
store_a,1019,2024-09-03,2024-09-04,15
store_a,1019,2024-09-04,2024-09-05,22
store_a,1019,2024-09-05,2024-09-06,20
store_a,1019,2024-09-06,2024-09-07,24
store_a,1019,2024-09-07,2024-09-09,29
store_a,1019,2024-09-09,2024-09-10,0
store_a,1019,2024-09-10,2024-09-11,18
store_a,1019,2024-09-11,2024-09-12,25
store_a,1019,2024-09-12,2024-09-13,14
store_a,1019,2024-09-13,2024-09-14,28
store_a,1019,2024-09-14,2024-09-16,16
store_a,1019,2024-09-16,2024-09-17,2
store_a,1019,2024-09-17,2024-09-18,17
store_a,1019.0,2024-09-18,2024-09-19,25
store_a ,1019,2024-09-19,2024-09-20,21
store_a,1019,2024-09-20,2024-09-21,28
store_a,1019,2024-09-21,2024-09-23,27
store_a,1019,2024-09-23,2024-09-24,2
store_a,1019,2024-09-24,2024-09-25,-4
store_a,1019,2024-09-25,2024-09-26,30
store_a,1019,2024-09-26,2024-09-27,14
store_a,1019,2024-09-27,2024-09-28,29
store_a,1019,2024-09-28,2024-09-30,30
store_a,1019,2024-09-30,2024-10-01,2
store_a,1019,2024-10-01,2024-10-02,11
store_a,1019,2024-10-02,2024-10-03,23
store_a,1019,2024-10-03,2024-10-04,22
store_a,1019,2024-10-04,2024-10-05,32
store_a,1019,2024-10-05,2024-10-07,28
store_a,1019,2024-10-07,2024-10-08,2
store_a,1019,2024-10-08,2024-10-09,15
store_a,1019,2024-10-09,2024-10-10,25
store_a,1019,2024-10-10,2024-10-11,-5
store_a,1019,2024-10-11,2024-10-12,37
store_a,1019,2024-10-14,2024-10-15,22
store_a,1019,2024-10-15,2024-10-16,22
store_a,1019.0,2024-10-16,2024-10-17,-5
store_a,1019,2024-10-17,2024-10-18,31
store_a,1019,2024-10-18,2024-10-19,30
store_a,1019,2024-10-19,2024-10-21,27
store_a,1019,2024-10-21,2024-10-22,0
store_a,1019,2024-10-22,2024-10-23,-2
store_a,1019,2024-10-23,2024-10-24,25
store_a,1019,2024-10-24,2024-10-25,21
store_a,1019,2024-10-25,2024-10-26,33
store_a,1019,2024-10-26,2024-10-28,24
store_a,1019,2024-10-29,2024-10-30,27
store_a,1019,2024-10-30,2024-10-31,14
store_a,1019,2024-10-31,2024-11-01,20
store_a,1019,2024-11-01,2024-11-02,37
store_a,1019,2024-11-02,2024-11-04,29
store_a,1019,2024-11-04,2024-11-05,0
store_a,1019,2024-11-05,2024-11-06,14
store_a,1019,2024-11-06,2024-11-07,14
store_a,1019,2024-11-07,2024-11-08,25
store_a,1019,2024-11-08,2024-11-09,25
store_a,1019,2024-11-09,2024-11-11,32
store_a,1019,2024-11-11,2024-11-12,1
store_a,1019,2024-11-12,2024-11-13,8
store_a,1019.0,2024-11-13,2024-11-14,16
store_a,1019,2024-11-14,2024-11-15,22
store_a,1019,2024-11-15,2024-11-16,33
store_a,1019,2024-11-16,2024-11-18,20
store_a,1019,2024-11-18,2024-11-19,3
store_a,1019,2024-11-19,2024-11-20,19
store_a,1019,2024-11-20,2024-11-21,18
store_a,1019,2024-11-21,2024-11-22,19
store_a,1019,2024-11-22,2024-11-23,35
store_a,1019.0,2024-11-23,2024-11-25,25
store_a,1019,2024-11-25,2024-11-26,5
store_a,1019,2024-11-26,2024-11-27,17
store_a,1019,2024-11-27,2024-11-28,16
store_a,1019,2024-11-28,2024-11-29,23
store_a,1019,2024-11-29,2024-11-30,23
store_a,1019,2024-11-30,2024-12-02,26
store_a,1019,2024-12-02,2024-12-03,0
store_a,1019,2024-12-03,2024-12-04,19
store_a,1019,2024-12-04,2024-12-05,15
store_a,1019,2024-12-05,2024-12-06,19
store_a,1019,2024-12-09,2024-12-10,29
store_a,1019,2024-12-10,2024-12-11,18
store_a,1019,2024-12-11,2024-12-12,22
store_a,1019,2024-12-12,2024-12-13,17
store_a,1019,2024-12-13,2024-12-14,31
store_a,1019,2024-12-14,2024-12-16,24
store_a,1019,2024-12-16,2024-12-17,6
store_a,1019,2024-12-17,2024-12-18,20
store_a,1019,2024-12-18,2024-12-19,18
store_a,1019,2024-12-19,2024-12-20,21
store_a,1019,2024-12-20,2024-12-21,31
store_a,1019,2024-12-21,2024-12-23,26
store_a,1019,2024-12-23,2024-12-24,0
store_a,1019,2024-12-24,2024-12-25,16
store_a,1019,2024-12-25,2024-12-26,17
store_a,1019,2024-12-26,2024-12-27,16
store_a,1019.0,2024-12-27,2024-12-28,29
store_a,1019,2024-12-28,2024-12-30,32
store_a,1019,2024-12-30,2024-12-31,1
store_a,1019.0,2024-12-31,2025-01-01,20
store_a,1020,2024-01-01,2024-01-02,42
store_a,1020,2024-01-02,2024-01-03,23
store_a,1020.0,2024-01-03,2024-01-04,27
store_a,1020,2024-01-04,2024-01-05,32
store_a,1020,2024-01-05,2024-01-06,42
store_a,1020,2024-01-06,2024-01-08,43
store_a,1020,2024-01-08,2024-01-09,0
store_a,1020,2024-01-09,2024-01-10,29
store_a,1020,2024-01-10,2024-01-11,22
store_a,1020,2024-01-11,2024-01-12,27
store_a,1020,2024-01-12,2024-01-13,43
store_a,1020.0,2024-01-13,2024-01-15,44
store_a,1020,2024-01-15,2024-01-16,0
store_a,1020,2024-01-16,2024-01-17,17
store_a,1020,2024-01-17,2024-01-18,25
store_a,1020,2024-01-18,2024-01-19,34
store_a,1020,2024-01-19,2024-01-20,37
store_a,1020,2024-01-20,2024-01-22,44
store_a,1020,2024-01-22,2024-01-23,0
store_a,1020.0,2024-01-23,2024-01-24,17
store_a,1020,2024-01-24,2024-01-25,32
store_a,1020,2024-01-25,2024-01-26,24
store_a,1020,2024-01-26,2024-01-27,41
store_a,1020,2024-01-27,2024-01-29,37
store_a,1020,2024-01-29,2024-01-30,5
store_a,1020,2024-01-30,2024-01-31,28
store_a,1020,2024-01-31,2024-02-01,18
store_a,1020,2024-02-01,2024-02-02,31
store_a,1020,2024-02-02,2024-02-03,39
store_a,1020,2024-02-03,2024-02-05,38
store_a,1020,2024-02-05,2024-02-06,6
store_a,1020,2024-02-06,2024-02-07,24
store_a,1020.0,2024-02-07,2024-02-08,34
store_a,1020,2024-02-08,2024-02-09,23
store_a,1020,2024-02-09,2024-02-10,38
STORE_A,1020,2024-02-10,2024-02-12,43
store_a,1020,2024-02-12,2024-02-13,0
store_a,1020,2024-02-13,2024-02-14,30
store_a,1020,2024-02-14,2024-02-15,28
store_a,1020,2024-02-15,2024-02-16,27
store_a,1020,2024-02-16,2024-02-17,40
 store_a,1020,2024-02-17,2024-02-19,39
store_a,1020,2024-02-19,2024-02-20,0
store_a,1020,2024-02-20,2024-02-21,22
store_a,1020,2024-02-21,2024-02-22,24
store_a,1020.0,2024-02-22,2024-02-23,28
store_a,1020,2024-02-23,2024-02-24,47
store_a,1020,2024-02-24,2024-02-26,31
store_a,1020,2024-02-26,2024-02-27,5
store_a,1020,2024-02-27,2024-02-28,30
store_a,1020,2024-02-28,2024-02-29,23
store_a,1020,2024-02-29,2024-03-01,22
store_a,1020,2024-03-01,2024-03-02,40
store_a,1020,2024-03-02,2024-03-04,37
store_a,1020,2024-03-04,2024-03-05,0
store_a,1020,2024-03-05,2024-03-06,19
store_a,1020,2024-03-06,2024-03-07,29
store_a,1020,2024-03-09,2024-03-11,66
store_a,1020,2024-03-11,2024-03-12,0
store_a,1020,2024-03-12,2024-03-13,21
store_a,1020,2024-03-13,2024-03-14,22
store_a,1020.0,2024-03-14,2024-03-15,31
store_a,1020,2024-03-15,2024-03-16,35
store_a,1020,2024-03-16,2024-03-18,39
store_a,1020,2024-03-18,2024-03-19,0
store_a,1020,2024-03-19,2024-03-20,17
store_a,1020,2024-03-20,2024-03-21,27
store_a,1020,2024-03-21,2024-03-22,18
store_a,1020,2024-03-22,2024-03-23,43
store_a,1020,2024-03-23,2024-03-25,42
store_a,1020,2024-03-25,2024-03-26,2
store_a,1020,2024-03-26,2024-03-27,29
store_a,1020,2024-03-27,2024-03-28,28
store_a,1020,2024-03-28,2024-03-29,21
store_a,1020,2024-03-29,2024-03-30,40
store_a,1020,2024-03-30,2024-04-01,42
store_a,1020.0,2024-04-01,2024-04-02,1
store_a,1020,2024-04-02,2024-04-03,26
store_a,1020,2024-04-03,2024-04-04,24
store_a,1020,2024-04-04,2024-04-05,25
store_a,1020,2024-04-05,2024-04-06,40
store_a,1020,2024-04-06,2024-04-08,37
store_a,1020,2024-04-08,2024-04-09,0
store_a,1020,2024-04-09,2024-04-10,22
store_a,1020,2024-04-10,2024-04-11,21
store_a,1020,2024-04-11,2024-04-12,26
store_a,1020,2024-04-12,2024-04-13,41
store_a,1020,2024-04-13,2024-04-15,49
 store_a,1020,2024-04-15,2024-04-16,3
store_a,1020,2024-04-17,2024-04-18,40
store_a,1020,2024-04-18,2024-04-19,24
store_a,1020,2024-04-19,2024-04-20,33
store_a,1020,2024-04-22,2024-04-23,38
store_a,1020,2024-04-23,2024-04-24,26
store_a,1020,2024-04-24,2024-04-25,22
store_a,1020,2024-04-25,2024-04-26,22
store_a,1020,2024-04-26,2024-04-27,34
store_a,1020,2024-04-29,2024-04-30,36
store_a,1020,2024-04-30,2024-05-01,-5
store_a,1020,2024-05-01,2024-05-02,39
store_a,1020,2024-05-02,2024-05-03,19
store_a,1020,2024-05-03,2024-05-04,44
store_a,1020,2024-05-04,2024-05-06,32
store_a,1020,2024-05-06,2024-05-07,0
store_a,1020,2024-05-07,2024-05-08,32
store_a,1020,2024-05-08,2024-05-09,27
store_a,1020,2024-05-09,2024-05-10,23
store_a,1020,2024-05-10,2024-05-11,40
store_a,1020,2024-05-11,2024-05-13,43
store_a,1020,2024-05-13,2024-05-14,6
store_a,1020,2024-05-14,2024-05-15,37
store_a,1020,2024-05-15,2024-05-16,-1
store_a,1020,2024-05-16,2024-05-17,39
store_a,1020,2024-05-17,2024-05-18,44
store_a,1020,2024-05-18,2024-05-20,47
store_a,1020,2024-05-20,2024-05-21,4
store_a,1020,2024-05-21,2024-05-22,22
store_a,1020,2024-05-22,2024-05-23,29
store_a,1020,2024-05-23,2024-05-24,19
store_a,1020,2024-05-24,2024-05-25,40
store_a,1020,2024-05-25,2024-05-27,34
store_a,1020.0,2024-05-28,2024-05-29,28
store_a,1020,2024-05-29,2024-05-30,22
store_a,1020,2024-05-30,2024-05-31,31
store_a,1020,2024-05-31,2024-06-01,35
store_a,1020,2024-06-01,2024-06-03,44
store_a,1020,2024-06-03,2024-06-04,0
store_a,1020,2024-06-04,2024-06-05,30
store_a,1020,2024-06-05,2024-06-06,30
store_a,1020,2024-06-06,2024-06-07,28
store_a,1020,2024-06-07,2024-06-08,29
store_a,1020,2024-06-08,2024-06-10,36
store_a,1020,2024-06-10,2024-06-11,0
store_a,1020,2024-06-12,2024-06-13,41
store_a,1025,2024-01-22,2024-01-23,0
store_a,1020,2024-06-13,2024-06-14,23
store_a,1020,2024-06-14,2024-06-15,44
store_a,1020,2024-06-15,2024-06-17,43
store_a,1020,2024-06-17,2024-06-18,5
store_a,1020,2024-06-18,2024-06-19,19
store_a,1020,2024-06-19,2024-06-20,22
store_a,1012,2024-03-19,2024-03-20,8
store_a,1020,2024-06-20,2024-06-21,28
store_a,1020.0,2024-06-22,2024-06-24,66
store_a,1020,2024-06-24,2024-06-25,0
store_a,1020,2024-06-25,2024-06-26,29
store_a,1020,2024-06-27,2024-06-28,40
store_a,1020,2024-06-28,2024-06-29,39
store_a,1020,2024-06-29,2024-07-01,-2
store_a,1020,2024-07-01,2024-07-02,38
store_a,1020,2024-07-02,2024-07-03,26
store_a,1020,2024-07-03,2024-07-04,22
store_a,1020,2024-07-04,2024-07-05,29
store_a,1020.0,2024-07-05,2024-07-06,34
store_a,1020,2024-07-06,2024-07-08,46
store_a,1020,2024-07-08,2024-07-09,0
store_a,1020,2024-07-09,2024-07-10,24
store_a,1020,2024-07-10,2024-07-11,26
store_a,1020,2024-07-11,2024-07-12,25
store_a,1020,2024-07-12,2024-07-13,39
store_a,1020,2024-07-13,2024-07-15,38
store_a,1020,2024-07-15,2024-07-16,10
store_a,1020,2024-07-16,2024-07-17,26
STORE_A,1020,2024-07-17,2024-07-18,22
store_a,1020,2024-07-18,2024-07-19,25
store_a,1020,2024-07-19,2024-07-20,43
store_a,1020,2024-07-20,2024-07-22,-5
store_a,1020,2024-07-22,2024-07-23,34
store_a,1020,2024-07-23,2024-07-24,17
store_a,1020,2024-07-26,2024-07-27,53
store_a,1020.0,2024-07-29,2024-07-30,39
store_a,1020,2024-07-30,2024-07-31,20
store_a,1020,2024-07-31,2024-08-01,28
store_a,1020,2024-08-01,2024-08-02,29
store_a,1020,2024-08-02,2024-08-03,35
store_a,1020,2024-08-03,2024-08-05,41
store_a,1020,2024-08-05,2024-08-06,0
store_a,1020,2024-08-06,2024-08-07,24
store_a,1020,2024-08-07,2024-08-08,-2
store_a,1020,2024-08-08,2024-08-09,41
store_a,1020,2024-08-09,2024-08-10,41
store_a,1020,2024-08-10,2024-08-12,39
store_a,1020,2024-08-12,2024-08-13,1
store_a,1020,2024-08-13,2024-08-14,26
store_a,1020,2024-08-14,2024-08-15,25
store_a,1020,2024-08-16,2024-08-17,52
store_a,1020,2024-08-17,2024-08-19,37
store_a,1020,2024-08-19,2024-08-20,0
store_a,1020,2024-08-20,2024-08-21,27
store_a,1020,2024-08-21,2024-08-22,22
store_a,1020,2024-08-22,2024-08-23,-5
store_a,1020,2024-08-23,2024-08-24,53
store_a,1020,2024-08-24,2024-08-26,37
store_a,1020,2024-08-26,2024-08-27,0
store_a,1020,2024-08-27,2024-08-28,24
store_a,1020,2024-08-28,2024-08-29,21
store_a,1020,2024-08-29,2024-08-30,19
store_a,1020,2024-08-30,2024-08-31,42
store_a,1020,2024-08-31,2024-09-02,43
store_a,1020,2024-09-02,2024-09-03,2
store_a,1020.0,2024-09-03,2024-09-04,24
store_a,1020,2024-09-04,2024-09-05,39
store_a,1023.0,2024-09-02,2024-09-03,2
store_a,1020,2024-09-05,2024-09-06,23
store_a ,1020,2024-09-06,2024-09-07,41
store_a,1020,2024-09-09,2024-09-10,41
store_a,1020,2024-09-10,2024-09-11,33
store_a,1020,2024-09-11,2024-09-12,26
store_a,1020,2024-09-12,2024-09-13,29
store_a,1020,2024-09-13,2024-09-14,45
store_a ,1020,2024-09-14,2024-09-16,30
store_a,1020,2024-09-16,2024-09-17,0
store_a,1020,2024-09-17,2024-09-18,20
store_a,1020,2024-09-18,2024-09-19,29
store_a,1020,2024-09-19,2024-09-20,25
store_a,1020,2024-09-20,2024-09-21,46
store_a,1020.0,2024-09-21,2024-09-23,38
store_a,1020,2024-09-23,2024-09-24,0
store_a,1020,2024-09-24,2024-09-25,27
store_a,1020,2024-09-25,2024-09-26,24
store_a,1020,2024-09-26,2024-09-27,27
store_a,1020,2024-09-27,2024-09-28,53
store_a,1020,2024-09-28,2024-09-30,37
store_a,1020,2024-09-30,2024-10-01,0
store_a,1020,2024-10-01,2024-10-02,-2
store_a,1020,2024-10-02,2024-10-03,38
store_a,1045,2024-03-04,2024-03-05,2
store_a,1020,2024-10-03,2024-10-04,30
store_a,1020,2024-10-04,2024-10-05,38
store_a,1032,2024-07-22,2024-07-23,1
store_a,1020,2024-10-05,2024-10-07,47
store_a,1020,2024-10-07,2024-10-08,0
store_a,1020,2024-10-08,2024-10-09,22
store_a,1020,2024-10-09,2024-10-10,28
store_a,1020,2024-10-10,2024-10-11,23
store_a,1020,2024-10-11,2024-10-12,37
store_a,1020,2024-10-12,2024-10-14,43
store_a,1020,2024-10-14,2024-10-15,0
store_a,1020,2024-10-15,2024-10-16,23
store_a,1020,2024-10-16,2024-10-17,-3
store_a,1020,2024-10-17,2024-10-18,40
store_a,1020,2024-10-18,2024-10-19,37
store_a,1020,2024-10-19,2024-10-21,37
store_a,1020,2024-10-21,2024-10-22,0
 store_a,1020,2024-10-22,2024-10-23,18
store_a,1020,2024-10-23,2024-10-24,-4
store_a,1020,2024-10-25,2024-10-26,51
store_a,1020,2024-10-26,2024-10-28,42
store_a,1020,2024-10-28,2024-10-29,3
store_a,1020,2024-10-29,2024-10-30,30
store_a,1020,2024-10-30,2024-10-31,23
store_a,1020,2024-10-31,2024-11-01,29
store_a,1020,2024-11-01,2024-11-02,38
store_a ,1020.0,2024-11-02,2024-11-04,46
store_a,1020,2024-11-04,2024-11-05,0
store_a,1020,2024-11-05,2024-11-06,20
store_a,1020,2024-11-06,2024-11-07,22
store_a,1020,2024-11-07,2024-11-08,27
store_a,1020,2024-11-08,2024-11-09,45
store_a,1020,2024-11-09,2024-11-11,49
store_a,1020,2024-11-11,2024-11-12,0
store_a,1020,2024-11-12,2024-11-13,25
store_a,1020,2024-11-13,2024-11-14,36
store_a,1020.0,2024-11-14,2024-11-15,31
store_a,1020,2024-11-15,2024-11-16,32
store_a,1020,2024-11-16,2024-11-18,36
store_a,1020,2024-11-18,2024-11-19,0
store_a,1020,2024-11-19,2024-11-20,28
store_a,1020,2024-11-20,2024-11-21,28
store_a,1020,2024-11-21,2024-11-22,29
store_a,1020,2024-11-22,2024-11-23,40
store_a,1020,2024-11-23,2024-11-25,44
store_a,1020,2024-11-26,2024-11-27,21
store_a,1020,2024-11-27,2024-11-28,26
store_a,1020,2024-11-28,2024-11-29,-5
store_a,1020,2024-11-29,2024-11-30,52
store_a,1020,2024-11-30,2024-12-02,48
store_a,1020,2024-12-03,2024-12-04,20
store_a,1020,2024-12-04,2024-12-05,30
store_a,1020,2024-12-05,2024-12-06,25
store_a,1020,2024-12-06,2024-12-07,36
store_a,1020,2024-12-07,2024-12-09,41
store_a,1020,2024-12-09,2024-12-10,0
store_a,1020,2024-12-10,2024-12-11,22
store_a,1020.0,2024-12-11,2024-12-12,25
store_a,1020,2024-12-12,2024-12-13,17
store_a,1020.0,2024-12-13,2024-12-14,51
store_a,1020,2024-12-14,2024-12-16,39
store_a,1020,2024-12-16,2024-12-17,0
store_a,1020,2024-12-17,2024-12-18,22
store_a,1020,2024-12-18,2024-12-19,19
store_a,1020,2024-12-19,2024-12-20,16
store_a,1020.0,2024-12-21,2024-12-23,65
store_a,1020,2024-12-23,2024-12-24,6
store_a,1020,2024-12-24,2024-12-25,24
store_a,1020,2024-12-25,2024-12-26,20
store_a,1020,2024-12-26,2024-12-27,24
store_a,1020,2024-12-27,2024-12-28,39
store_a,1020,2024-12-28,2024-12-30,44
store_a,1020,2024-12-30,2024-12-31,0
store_a,1020,2024-12-31,2025-01-01,19
store_a,1021,2024-01-01,2024-01-02,24
store_a,1021,2024-01-02,2024-01-03,19
store_a,1021,2024-01-03,2024-01-04,21
store_a,1021,2024-01-04,2024-01-05,16
store_a,1021,2024-01-05,2024-01-06,28
store_a,1021.0,2024-01-06,2024-01-08,27
store_a,1021,2024-01-08,2024-01-09,4
store_a,1021,2024-01-09,2024-01-10,18
store_a,1021,2024-01-10,2024-01-11,-3
store_a,1021,2024-01-11,2024-01-12,29
store_a,1021,2024-01-12,2024-01-13,27
store_a,1021,2024-01-13,2024-01-15,26
store_a,1021,2024-01-15,2024-01-16,4
store_a,1021,2024-01-16,2024-01-17,17
store_a,1021,2024-01-17,2024-01-18,21
store_a,1021,2024-01-18,2024-01-19,16
store_a,1021,2024-01-19,2024-01-20,27
store_a,1021,2024-01-20,2024-01-22,26
store_a,1021,2024-01-22,2024-01-23,2
store_a,1021,2024-01-23,2024-01-24,22
STORE_A,1021,2024-01-24,2024-01-25,18
store_a,1021.0,2024-01-25,2024-01-26,17
store_a,1021,2024-01-27,2024-01-29,46
store_a,1021,2024-01-30,2024-01-31,21
store_a,1021,2024-01-31,2024-02-01,16
store_a,1021,2024-02-01,2024-02-02,21
store_a,1021.0,2024-02-02,2024-02-03,28
store_a,1021,2024-02-03,2024-02-05,31
store_a,1021,2024-02-05,2024-02-06,2
store_a,1021,2024-02-06,2024-02-07,23
store_a,1021,2024-02-07,2024-02-08,12
store_a,1021,2024-02-08,2024-02-09,16
store_a,1021.0,2024-02-09,2024-02-10,24
store_a,1021,2024-02-10,2024-02-12,28
store_a,1021,2024-02-12,2024-02-13,0
store_a,1021,2024-02-13,2024-02-14,18
store_a,1021,2024-02-14,2024-02-15,20
store_a,1021,2024-02-15,2024-02-16,17
store_a,1021.0,2024-02-16,2024-02-17,33
store_a,1021,2024-02-17,2024-02-19,25
store_a,1021,2024-02-19,2024-02-20,0
store_a,1021,2024-02-20,2024-02-21,20
store_a,1021,2024-02-21,2024-02-22,22
store_a,1021,2024-02-22,2024-02-23,18
store_a,1021,2024-02-23,2024-02-24,25
store_a ,1021.0,2024-02-24,2024-02-26,28
store_a,1021,2024-02-26,2024-02-27,0
store_a,1021,2024-02-27,2024-02-28,22
store_a,1021,2024-02-28,2024-02-29,20
store_a,1021,2024-02-29,2024-03-01,20
store_a,1021,2024-03-01,2024-03-02,24
store_a,1021,2024-03-02,2024-03-04,31
store_a,1021,2024-03-04,2024-03-05,3
store_a,1021,2024-03-05,2024-03-06,16
